STATION_NAME,DATE,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
WEST NYACK 1.3 WSW NY US,20140401,267,-9999,800,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20140501,709,-9999,1418,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20140601,307,-9999,1021,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20140701,643,-9999,1780,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20140801,224,-9999,452,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20140901,53,-9999,259,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20141001,417,-9999,1155,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20141101,558,102,1320,102,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20141201,325,-9999,1259,0,-9999,-9999,-9999,-9999,-9999
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20100101,318,0,530,53,139,-106,34,-28,3
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20100201,508,533,1701,937,78,-83,33,-20,6
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20100301,980,279,2715,0,233,-17,128,52,90
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20100401,406,0,760,0,333,44,196,91,144
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20100501,328,0,765,0,333,50,235,134,185
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20100601,226,0,560,0,339,139,284,190,237
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20100701,213,0,660,0,394,161,323,225,274
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20100801,429,0,1052,0,356,161,296,209,252
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20100901,338,0,932,0,356,122,260,174,217
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20101001,625,0,1248,0,239,56,184,107,145
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20101101,277,0,546,0,183,11,120,57,88
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20101201,351,508,1078,511,156,-72,31,-23,4
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20110101,328,584,1255,913,117,-144,15,-41,-13
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20110201,335,457,881,122,194,-94,65,-20,22
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20110301,513,25,1573,25,250,-67,100,15,57
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20110401,368,0,1361,0,283,17,170,78,124
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20110501,554,0,1298,0,317,78,224,137,180
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20110601,462,0,827,0,350,133,268,180,224
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20110701,274,0,770,0,400,172,316,220,268
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20110801,1476,0,4813,0,344,150,283,198,240
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20110901,818,0,2386,0,300,106,246,177,211
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20111001,508,0,1547,74,289,6,176,102,139
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20111101,295,0,774,0,211,22,147,73,110
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20111201,427,0,1018,0,167,-56,99,27,63
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20120101,351,76,821,109,167,-106,68,-9,30
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20120201,152,0,349,5,167,-67,82,16,49
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20120301,66,0,244,0,256,-39,151,59,105
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20120401,622,0,905,0,311,33,176,77,126
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20120501,356,0,1365,0,317,94,222,146,184
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20120601,259,0,756,0,344,106,261,172,217
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20120701,447,0,1069,0,378,161,307,213,260
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20120801,163,0,741,0,328,161,290,207,248
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20120901,498,0,1116,0,328,117,244,165,205
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20121001,226,0,744,0,256,33,176,113,145
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20121101,284,102,460,119,189,-6,98,33,66
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20121201,251,0,1220,10,167,-22,79,26,53
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20130101,229,51,701,38,161,-117,49,-15,17
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20130201,396,254,1080,311,128,-83,41,-20,11
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20130301,201,51,735,186,150,-28,79,11,45
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20130401,160,0,333,0,278,6,163,71,117
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20130501,767,0,2033,0,322,56,218,124,171
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20130601,1057,0,2568,0,333,117,268,183,226
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20130701,213,0,722,0,367,178,302,230,266
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20130801,216,0,725,0,322,150,275,198,237
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20130901,406,0,750,0,356,83,246,152,199
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20131001,64,0,92,0,300,44,194,119,157
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20131101,503,0,802,0,211,-49,112,36,74
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20131201,305,100,1232,219,217,-71,69,4,37
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20140101,127,280,710,500,144,-155,19,-56,-18
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20140201,452,460,1392,736,133,-127,31,-34,-2
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20140301,460,150,933,3,189,-105,75,-12,32
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20140401,1262,0,1994,0,250,-5,162,64,113
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20140501,391,0,1110,0,300,94,225,131,178
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20140601,406,0,1081,0,317,128,269,180,225
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20140701,452,0,1420,0,328,172,286,204,245
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20140801,157,0,572,0,322,161,280,192,236
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20140901,94,0,307,0,333,111,252,168,210
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20141001,384,0,1467,0,250,56,188,119,154
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20141101,391,0,1146,5,206,-55,109,39,74
NEW YORK CENTRAL PARK OBS BELVEDERE TOWER NY US,20141201,645,30,1534,25,183,-43,73,22,47
CENTERPORT NY US,20100101,302,25,551,72,133,-117,22,-43,-10
CENTERPORT NY US,20100201,673,279,1689,676,78,-100,23,-36,-6
CENTERPORT NY US,20100301,678,152,2772,0,228,-22,112,31,72
CENTERPORT NY US,20100401,318,0,865,0,328,39,181,68,125
CENTERPORT NY US,20100501,241,0,804,0,328,33,225,113,169
CENTERPORT NY US,20100601,224,0,727,0,333,117,269,171,220
CENTERPORT NY US,20100701,114,0,409,0,367,139,305,206,256
CENTERPORT NY US,20100801,312,0,427,0,339,150,279,190,235
CENTERPORT NY US,20100901,218,0,727,0,333,111,247,161,204
CENTERPORT NY US,20101001,455,0,1283,0,244,61,175,101,138
CENTERPORT NY US,20101101,287,0,766,0,161,-6,110,42,76
CENTERPORT NY US,20101201,399,356,1171,419,150,-83,26,-31,-2
CENTERPORT NY US,20110101,399,559,1319,1023,117,-156,10,-56,-23
CENTERPORT NY US,20110201,229,330,834,129,189,-100,48,-46,1
CENTERPORT NY US,20110301,391,51,930,54,239,-89,91,-4,43
CENTERPORT NY US,20110401,378,0,1354,0,244,11,150,59,105
CENTERPORT NY US,20110501,305,0,1194,0,300,56,215,118,166
CENTERPORT NY US,20110601,345,0,1163,0,344,100,258,161,209
CENTERPORT NY US,20110701,165,0,654,0,372,161,302,197,249
CENTERPORT NY US,20110801,1039,0,3186,0,322,144,277,183,230
CENTERPORT NY US,20110901,478,0,1202,0,294,106,243,164,203
CENTERPORT NY US,20111001,391,0,1496,0,278,11,178,96,137
CENTERPORT NY US,20111101,353,0,737,0,194,11,143,59,101
CENTERPORT NY US,20111201,465,0,971,0,150,-56,87,13,50
CENTERPORT NY US,20120101,196,76,747,96,167,-111,61,-23,19
CENTERPORT NY US,20120201,91,0,256,15,161,-72,77,-7,35
CENTERPORT NY US,20120301,117,0,341,0,244,-44,137,38,87
CENTERPORT NY US,20120401,691,0,846,0,294,28,169,65,117
CENTERPORT NY US,20120501,249,0,1040,0,311,61,214,128,171
CENTERPORT NY US,20120601,528,0,2025,0,350,111,259,155,207
CENTERPORT NY US,20120701,429,0,957,0,361,150,300,195,247
CENTERPORT NY US,20120801,455,0,1593,0,317,156,281,190,235
CENTERPORT NY US,20120901,643,0,1467,0,322,100,242,151,197
CENTERPORT NY US,20121001,175,0,778,0,250,39,177,106,142
CENTERPORT NY US,20121101,173,25,349,20,194,0,87,31,59
CENTERPORT NY US,20121201,401,25,1329,23,161,-33,79,15,47
CENTERPORT NY US,20130101,150,0,532,16,144,-122,43,-26,9
CENTERPORT NY US,20130201,572,508,1191,572,128,-133,36,-39,-1
CENTERPORT NY US,20130301,236,127,725,194,144,-33,69,-4,32
CENTERPORT NY US,20130401,178,0,364,0,261,-17,153,46,100
CENTERPORT NY US,20130501,239,0,1098,0,339,50,211,101,156
CENTERPORT NY US,20130601,1316,0,2150,0,328,111,263,165,214
CENTERPORT NY US,20130701,264,0,992,0,367,161,297,211,254
CENTERPORT NY US,20130801,140,0,474,0,317,128,269,172,221
CENTERPORT NY US,20130901,373,0,658,0,339,78,235,133,184
CENTERPORT NY US,20131001,51,0,73,0,283,33,182,104,143
CENTERPORT NY US,20131101,376,0,707,0,194,-61,106,20,63
CENTERPORT NY US,20131201,363,76,1213,198,178,-78,60,-10,25
CENTERPORT NY US,20140101,175,229,808,497,144,-156,14,-79,-32
CENTERPORT NY US,20140201,211,457,545,820,128,-133,25,-53,-14
CENTERPORT NY US,20140301,681,76,1062,5,167,-133,54,-40,7
CENTERPORT NY US,20140401,257,0,824,25,228,-11,150,39,95
CENTERPORT NY US,20140501,805,0,1623,0,306,50,214,111,163
CENTERPORT NY US,20140601,226,0,801,0,300,94,259,155,207
CENTERPORT NY US,20140701,389,0,885,0,322,156,279,184,232
CENTERPORT NY US,20140801,808,0,1035,0,317,139,270,168,219
CENTERPORT NY US,20140901,244,0,682,0,317,89,242,150,196
CENTERPORT NY US,20141001,307,0,1013,0,244,33,176,106,141
CENTERPORT NY US,20141101,239,0,1121,0,194,-67,100,23,61
CENTERPORT NY US,20141201,516,0,1600,18,183,-50,69,8,39
LEVITTOWN 0.2 E NY US,20100101,81,13,87,30,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20100201,960,356,1255,610,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20100301,632,-9999,2978,-9999,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20100401,411,-9999,629,-9999,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20100501,147,-9999,317,0,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20100601,239,-9999,239,-9999,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20100801,587,-9999,587,-9999,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20100901,450,-9999,450,-9999,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20101001,592,-9999,1275,0,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20110301,246,-9999,246,-9999,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20110401,706,-9999,706,-9999,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20110801,1443,-9999,3078,-9999,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20120701,612,-9999,930,0,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20120801,295,-9999,853,0,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20120901,523,-9999,1250,-9999,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20121001,264,-9999,554,-9999,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20121101,670,102,670,102,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20130601,1636,-9999,2439,-9999,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20130701,127,-9999,194,0,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20130801,234,-9999,611,0,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20130901,218,-9999,399,0,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20131001,23,-9999,52,0,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20131101,500,-9999,789,0,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20131201,244,0,379,140,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20140301,899,-9999,899,-9999,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20140401,109,-9999,109,-9999,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20140501,1130,-9999,1257,0,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20140601,109,-9999,279,0,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20140701,417,-9999,963,0,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20140801,1438,-9999,1580,0,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20140901,41,-9999,41,-9999,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20141001,297,-9999,627,-9999,-9999,-9999,-9999,-9999,-9999
LEVITTOWN 0.2 E NY US,20141101,422,-9999,475,-9999,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20110201,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20111101,356,-9999,704,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20111201,363,-9999,921,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20120101,269,104,946,104,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20120201,56,8,239,16,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20120301,168,-9999,420,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20120401,640,-9999,896,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20120501,465,-9999,1672,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20120601,521,-9999,1938,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20120701,185,-9999,327,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20120801,475,-9999,1189,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20120901,376,-9999,1006,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20121001,366,-9999,997,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20121101,394,178,524,178,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20121201,511,-9999,1619,28,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20130101,257,48,744,61,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20130201,1474,381,2144,415,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20130301,180,51,592,239,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20130401,165,-9999,409,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20130501,257,-9999,1216,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20130601,1003,-9999,2703,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20130701,155,-9999,802,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20130801,269,-9999,445,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20130901,351,-9999,419,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20131001,51,-9999,75,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20131101,211,-9999,506,5,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20131201,264,-9999,1011,236,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20140101,193,274,681,638,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20140201,371,180,1295,759,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20140301,828,-9999,1260,13,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20140401,295,-9999,1010,13,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20140501,1392,-9999,2612,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20140601,411,-9999,1056,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20140701,287,-9999,1304,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20140801,363,-9999,503,-9999,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20140901,107,-9999,440,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20141001,257,-9999,969,0,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20141101,343,-9999,1208,5,-9999,-9999,-9999,-9999,-9999
MIDDLE VILLAGE 0.5 SW NY US,20141201,424,-9999,1647,5,-9999,-9999,-9999,-9999,-9999
MILL NECK 1.1 SW NY US,20100301,838,-9999,2058,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20100101,300,-9999,593,13,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20100201,1210,384,3356,963,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20100301,607,-9999,2644,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20100401,224,-9999,882,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20100501,211,-9999,702,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20100601,224,-9999,397,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20100701,561,-9999,827,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20100801,970,-9999,1187,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20100901,340,-9999,1002,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20101001,445,-9999,1479,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20101101,206,-9999,562,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20101201,257,432,881,447,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20110101,544,457,1250,438,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20110201,138,-9999,318,71,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20110301,450,36,1324,44,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20110401,333,0,1197,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20110501,257,-9999,979,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20110601,229,-9999,713,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20110701,231,-9999,744,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20110801,1621,-9999,3912,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20110901,452,-9999,1280,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20111001,259,-9999,441,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20111101,373,-9999,712,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20111201,351,-9999,713,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20120101,201,-9999,576,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20120201,74,3,267,3,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20120301,160,-9999,406,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20120401,602,-9999,847,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20120501,516,-9999,1226,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20120601,610,-9999,2057,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20120701,163,-9999,607,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20120801,226,-9999,689,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20120901,391,-9999,1156,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20121001,297,-9999,754,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20121101,318,206,452,206,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20121201,348,0,1436,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20130101,173,23,617,23,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20130201,676,282,1297,307,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20130301,468,180,1310,211,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20130401,183,0,473,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20130501,211,-9999,1049,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20130601,996,-9999,1956,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20130701,150,-9999,621,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20130801,231,-9999,441,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20130901,485,-9999,667,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20131001,69,-9999,80,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20131101,480,0,815,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20131201,320,0,1164,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20140101,274,267,1052,483,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20140201,416,394,1934,671,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20140301,714,5,1042,15,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20140401,216,-9999,857,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20140501,1219,-9999,2082,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20140601,307,-9999,743,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20140701,287,-9999,980,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20140801,643,-9999,913,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20140901,180,-9999,518,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20141001,221,-9999,1094,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20141101,284,0,1219,0,-9999,-9999,-9999,-9999,-9999
FLORAL PARK 0.4 W NY US,20141201,538,0,1825,0,-9999,-9999,-9999,-9999,-9999
WESTCHESTER CO AIRPORT NY US,20100101,246,-9999,262,-9999,133,-132,25,-54,-15
WESTCHESTER CO AIRPORT NY US,20100201,74,-9999,188,-9999,67,-99,25,-36,-5
WESTCHESTER CO AIRPORT NY US,20100301,246,-9999,704,-9999,228,-43,118,25,71
WESTCHESTER CO AIRPORT NY US,20100401,249,-9999,628,-9999,317,22,185,60,122
WESTCHESTER CO AIRPORT NY US,20100501,274,-9999,676,-9999,328,17,228,108,168
WESTCHESTER CO AIRPORT NY US,20100601,145,-9999,599,-9999,333,-88,273,156,215
WESTCHESTER CO AIRPORT NY US,20100701,323,-9999,870,-9999,389,117,306,194,250
WESTCHESTER CO AIRPORT NY US,20100801,772,-9999,1061,-9999,328,-177,279,166,222
WESTCHESTER CO AIRPORT NY US,20100901,442,-9999,1120,-9999,328,78,246,147,196
WESTCHESTER CO AIRPORT NY US,20101001,503,-9999,1195,-9999,239,33,174,82,128
WESTCHESTER CO AIRPORT NY US,20101101,284,-9999,699,-9999,183,-21,111,26,68
WESTCHESTER CO AIRPORT NY US,20101201,373,-9999,899,-9999,156,-99,23,-44,-11
WESTCHESTER CO AIRPORT NY US,20110101,178,-9999,551,-9999,100,-182,2,-78,-38
WESTCHESTER CO AIRPORT NY US,20110201,345,-9999,948,-9999,178,-116,46,-57,-6
WESTCHESTER CO AIRPORT NY US,20110301,706,-9999,1879,-9999,228,-93,84,-5,39
WESTCHESTER CO AIRPORT NY US,20110401,655,-9999,1807,-9999,250,-5,152,56,104
WESTCHESTER CO AIRPORT NY US,20110501,721,-9999,1709,-9999,300,44,211,114,163
WESTCHESTER CO AIRPORT NY US,20110601,414,-9999,1512,-9999,339,106,254,158,206
