STATION_NAME,DATE,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
NEW ROCHELLE 1.3 S NY US,20130501,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
NEW ROCHELLE 1.3 S NY US,20130601,140,-9999,140,0,-9999,-9999,-9999,-9999,-9999
NEW ROCHELLE 1.3 S NY US,20130701,213,-9999,416,0,-9999,-9999,-9999,-9999,-9999
NEW ROCHELLE 1.3 S NY US,20130801,81,-9999,114,0,-9999,-9999,-9999,-9999,-9999
NEW ROCHELLE 1.3 S NY US,20130901,345,-9999,837,0,-9999,-9999,-9999,-9999,-9999
NEW ROCHELLE 1.3 S NY US,20131001,97,-9999,132,0,-9999,-9999,-9999,-9999,-9999
NEW ROCHELLE 1.3 S NY US,20131101,643,0,908,0,-9999,-9999,-9999,-9999,-9999
NEW ROCHELLE 1.3 S NY US,20131201,163,102,232,25,-9999,-9999,-9999,-9999,-9999
NEW ROCHELLE 1.3 S NY US,20140101,51,114,51,0,-9999,-9999,-9999,-9999,-9999
NEW ROCHELLE 1.3 S NY US,20140301,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
NEW ROCHELLE 1.3 S NY US,20140401,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
NEW ROCHELLE 1.3 S NY US,20140501,66,-9999,94,0,-9999,-9999,-9999,-9999,-9999
NEW ROCHELLE 1.3 S NY US,20140601,356,-9999,364,0,-9999,-9999,-9999,-9999,-9999
NEW ROCHELLE 1.3 S NY US,20140701,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20100101,216,0,425,36,117,-100,37,-35,1
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20100201,404,254,1529,754,83,-89,33,-21,6
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20100301,582,102,2192,0,211,-17,126,42,84
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20100401,394,0,859,0,306,44,179,81,130
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20100501,229,0,504,0,328,56,228,126,177
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20100601,251,0,345,0,367,117,286,187,236
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20100701,216,0,620,0,383,167,317,225,271
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20100801,450,0,793,0,361,161,289,203,246
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20100901,269,0,1113,0,333,117,256,171,214
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20101001,513,0,1124,0,244,56,189,106,147
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20101101,226,0,495,0,189,-6,125,51,88
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20101201,292,406,794,402,150,-72,38,-26,6
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20110101,325,305,904,561,94,-144,16,-48,-16
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20110201,320,229,811,71,194,-89,62,-30,16
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20110301,335,25,1157,33,261,-67,99,14,56
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20110401,318,0,1093,0,233,6,153,70,111
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20110501,257,0,802,0,306,83,212,131,172
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20110601,236,0,532,0,339,133,268,178,223
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20110701,325,0,687,0,394,172,314,217,266
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20110801,1981,0,4379,0,333,161,280,203,242
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20110901,305,0,1071,0,300,100,244,176,210
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20111001,462,25,1119,38,306,0,186,103,145
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20111101,381,0,824,0,206,6,146,63,105
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20111201,251,0,793,0,156,-61,99,17,58
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20120101,229,51,556,41,161,-106,70,-13,29
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20120201,124,0,320,16,178,-61,86,7,46
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20120301,89,0,287,0,250,-33,133,50,92
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20120401,544,0,754,0,272,28,172,73,123
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20120501,447,0,1801,0,294,100,214,141,178
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20120601,483,0,1747,0,361,106,260,171,216
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20120701,124,0,391,0,372,167,300,215,258
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20120801,538,0,1023,0,322,167,289,208,249
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20120901,401,0,1030,0,333,111,245,168,206
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20121001,130,0,566,0,250,28,185,116,151
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20121101,246,102,396,110,172,-6,101,28,64
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20121201,208,0,1254,10,167,-22,86,22,54
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20130101,208,25,608,29,144,-111,52,-19,17
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20130201,198,152,695,189,106,-83,45,-23,11
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20130301,168,25,590,112,144,-33,81,8,44
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20130401,221,0,454,0,283,0,150,58,104
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20130501,391,0,1025,0,300,61,200,110,155
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20130601,1019,0,2021,0,328,122,254,173,213
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20130701,249,0,576,0,378,172,303,225,264
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20130801,188,0,694,0,311,156,274,197,236
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20130901,295,0,489,0,311,89,244,146,195
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20131001,66,0,85,0,294,39,197,114,155
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20131101,358,0,646,5,206,-49,117,31,74
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20131201,300,30,1144,170,178,-66,69,-1,34
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20140101,183,180,765,433,122,-160,23,-60,-18
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20140201,323,250,1167,535,128,-116,30,-39,-4
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20140301,660,30,1082,15,183,-105,77,-17,30
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20140401,1189,0,1773,3,206,0,147,53,100
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20140501,320,0,916,0,294,94,214,126,170
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20140601,251,0,663,0,328,122,264,177,220
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20140701,475,0,1229,0,311,178,281,202,241
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20140801,742,0,1075,0,306,167,276,191,234
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20140901,94,0,363,0,333,106,251,168,209
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20141001,361,0,938,0,244,56,192,117,155
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20141101,348,0,1138,3,194,-49,110,35,73
NEW YORK J F KENNEDY INTERNATIONAL AIRPORT NY US,20141201,772,0,1789,8,167,-32,82,23,53
WHITE PLAINS 3.1 NNW NY US,20100201,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20111201,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20130401,150,-9999,346,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20130501,615,-9999,1200,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20130601,696,-9999,1934,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20130701,655,-9999,919,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20130801,206,-9999,603,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20130901,668,-9999,961,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20131001,112,-9999,120,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20131101,787,-9999,1061,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20131201,279,0,554,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20140101,104,-9999,200,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20140201,66,-9999,140,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20140301,201,-9999,260,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20140401,236,-9999,554,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20140501,803,-9999,1415,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20140601,325,-9999,940,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20140701,493,-9999,1594,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20140801,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20140901,64,-9999,102,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20141001,279,-9999,376,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20141101,244,-9999,331,0,-9999,-9999,-9999,-9999,-9999
WHITE PLAINS 3.1 NNW NY US,20141201,48,-9999,137,0,-9999,-9999,-9999,-9999,-9999
HARRISON 4.1 SSW NY US,20101001,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
NEW YORK LAGUARDIA AIRPORT NY US,20100101,310,0,455,44,133,-100,35,-24,5
NEW YORK LAGUARDIA AIRPORT NY US,20100201,378,254,1275,739,78,-78,34,-15,10
NEW YORK LAGUARDIA AIRPORT NY US,20100301,800,127,2426,0,233,-11,126,52,89
NEW YORK LAGUARDIA AIRPORT NY US,20100401,381,0,647,0,328,56,193,96,145
NEW YORK LAGUARDIA AIRPORT NY US,20100501,368,0,736,0,344,61,240,140,190
NEW YORK LAGUARDIA AIRPORT NY US,20100601,193,0,426,0,356,150,291,198,244
NEW YORK LAGUARDIA AIRPORT NY US,20100701,229,0,641,0,394,178,326,239,282
NEW YORK LAGUARDIA AIRPORT NY US,20100801,267,0,601,0,350,178,296,222,259
NEW YORK LAGUARDIA AIRPORT NY US,20100901,259,0,700,0,356,150,262,188,225
NEW YORK LAGUARDIA AIRPORT NY US,20101001,569,0,1173,0,250,67,192,121,157
NEW YORK LAGUARDIA AIRPORT NY US,20101101,226,0,442,0,194,28,126,67,97
NEW YORK LAGUARDIA AIRPORT NY US,20101201,328,330,802,356,172,-67,43,-10,17
NEW YORK LAGUARDIA AIRPORT NY US,20110101,284,457,1003,828,117,-128,26,-27,-1
NEW YORK LAGUARDIA AIRPORT NY US,20110201,328,305,846,104,194,-89,68,-19,25
NEW YORK LAGUARDIA AIRPORT NY US,20110301,528,25,1515,23,239,-72,95,15,55
NEW YORK LAGUARDIA AIRPORT NY US,20110401,401,0,1288,0,267,22,160,74,117
NEW YORK LAGUARDIA AIRPORT NY US,20110501,338,0,1008,0,306,83,216,134,175
NEW YORK LAGUARDIA AIRPORT NY US,20110601,584,0,979,0,361,133,269,182,226
NEW YORK LAGUARDIA AIRPORT NY US,20110701,399,0,747,0,400,189,314,224,269
NEW YORK LAGUARDIA AIRPORT NY US,20110801,1676,0,4398,0,333,167,281,208,244
NEW YORK LAGUARDIA AIRPORT NY US,20110901,587,0,1934,0,300,111,248,182,215
NEW YORK LAGUARDIA AIRPORT NY US,20111001,450,25,1159,43,294,6,182,111,146
NEW YORK LAGUARDIA AIRPORT NY US,20111101,335,0,724,0,206,28,148,75,111
NEW YORK LAGUARDIA AIRPORT NY US,20111201,351,0,997,0,161,-50,97,28,63
NEW YORK LAGUARDIA AIRPORT NY US,20120101,246,76,636,86,167,-100,69,-7,31
NEW YORK LAGUARDIA AIRPORT NY US,20120201,152,0,341,0,172,-61,83,21,52
NEW YORK LAGUARDIA AIRPORT NY US,20120301,89,0,254,0,244,-28,150,59,104
NEW YORK LAGUARDIA AIRPORT NY US,20120401,483,0,808,0,294,44,175,88,131
NEW YORK LAGUARDIA AIRPORT NY US,20120501,274,0,1187,0,322,100,225,151,188
NEW YORK LAGUARDIA AIRPORT NY US,20120601,231,0,1064,0,367,117,268,186,227
NEW YORK LAGUARDIA AIRPORT NY US,20120701,465,0,959,0,383,172,313,226,269
NEW YORK LAGUARDIA AIRPORT NY US,20120801,196,0,751,0,339,183,296,223,260
NEW YORK LAGUARDIA AIRPORT NY US,20120901,411,0,1286,0,317,133,249,181,215
NEW YORK LAGUARDIA AIRPORT NY US,20121001,165,0,606,0,267,56,186,125,156
NEW YORK LAGUARDIA AIRPORT NY US,20121101,193,25,343,28,183,6,102,43,72
NEW YORK LAGUARDIA AIRPORT NY US,20121201,213,0,1094,24,161,-17,87,32,60
NEW YORK LAGUARDIA AIRPORT NY US,20130101,224,25,671,26,156,-111,52,-10,21
NEW YORK LAGUARDIA AIRPORT NY US,20130201,282,254,814,334,117,-72,43,-15,14
NEW YORK LAGUARDIA AIRPORT NY US,20130301,201,51,618,156,144,-17,77,17,47
NEW YORK LAGUARDIA AIRPORT NY US,20130401,145,0,294,0,272,11,158,71,115
NEW YORK LAGUARDIA AIRPORT NY US,20130501,579,0,1268,0,339,72,220,130,175
NEW YORK LAGUARDIA AIRPORT NY US,20130601,846,0,2076,0,356,128,276,191,234
NEW YORK LAGUARDIA AIRPORT NY US,20130701,244,0,711,0,378,178,310,236,273
NEW YORK LAGUARDIA AIRPORT NY US,20130801,188,0,502,0,322,167,278,208,243
NEW YORK LAGUARDIA AIRPORT NY US,20130901,323,0,837,0,344,94,242,159,201
NEW YORK LAGUARDIA AIRPORT NY US,20131001,84,0,111,0,300,56,194,127,161
NEW YORK LAGUARDIA AIRPORT NY US,20131101,442,0,704,5,211,-43,112,39,75
NEW YORK LAGUARDIA AIRPORT NY US,20131201,305,50,1135,193,206,-71,66,3,35
NEW YORK LAGUARDIA AIRPORT NY US,20140101,127,200,601,425,133,-155,20,-55,-18
NEW YORK LAGUARDIA AIRPORT NY US,20140201,427,330,1253,706,128,-121,30,-36,-3
NEW YORK LAGUARDIA AIRPORT NY US,20140301,455,0,930,10,183,-105,70,-12,29
NEW YORK LAGUARDIA AIRPORT NY US,20140401,1336,0,2091,8,233,0,152,59,106
NEW YORK LAGUARDIA AIRPORT NY US,20140501,409,0,1195,0,306,94,219,130,175
NEW YORK LAGUARDIA AIRPORT NY US,20140601,394,0,938,0,311,139,266,183,225
NEW YORK LAGUARDIA AIRPORT NY US,20140701,236,0,1013,0,339,183,290,209,250
NEW YORK LAGUARDIA AIRPORT NY US,20140801,315,0,891,0,333,172,278,201,240
NEW YORK LAGUARDIA AIRPORT NY US,20140901,107,0,314,0,339,122,252,175,213
NEW YORK LAGUARDIA AIRPORT NY US,20141001,320,0,990,0,256,67,190,125,157
NEW YORK LAGUARDIA AIRPORT NY US,20141101,378,0,996,10,206,-55,109,41,75
NEW YORK LAGUARDIA AIRPORT NY US,20141201,681,30,1577,33,178,-38,73,22,48
FARMINGDALE REPUBLIC AIRPORT NY US,20100101,193,-9999,334,-9999,122,-105,34,-40,-3
FARMINGDALE REPUBLIC AIRPORT NY US,20100201,406,-9999,985,-9999,72,-99,33,-31,1
FARMINGDALE REPUBLIC AIRPORT NY US,20100301,439,-9999,1762,-9999,211,-21,122,35,78
FARMINGDALE REPUBLIC AIRPORT NY US,20100401,287,-9999,675,-9999,300,28,175,71,123
FARMINGDALE REPUBLIC AIRPORT NY US,20100501,188,-9999,413,-9999,333,44,225,119,172
FARMINGDALE REPUBLIC AIRPORT NY US,20100601,183,-9999,311,-9999,350,106,276,180,228
FARMINGDALE REPUBLIC AIRPORT NY US,20100701,305,-9999,570,-9999,389,156,313,217,265
FARMINGDALE REPUBLIC AIRPORT NY US,20100801,76,-9999,175,-9999,350,150,284,197,240
FARMINGDALE REPUBLIC AIRPORT NY US,20100901,267,-9999,720,-9999,333,100,249,166,207
FARMINGDALE REPUBLIC AIRPORT NY US,20101001,239,-9999,685,-9999,239,33,179,93,136
FARMINGDALE REPUBLIC AIRPORT NY US,20101101,211,-9999,512,-9999,178,-27,118,39,78
FARMINGDALE REPUBLIC AIRPORT NY US,20101201,333,-9999,686,-9999,144,-99,29,-36,-4
FARMINGDALE REPUBLIC AIRPORT NY US,20110101,155,-9999,452,-9999,100,-155,8,-63,-27
FARMINGDALE REPUBLIC AIRPORT NY US,20110201,287,-9999,597,-9999,183,-110,53,-45,4
FARMINGDALE REPUBLIC AIRPORT NY US,20110301,231,-9999,676,-9999,239,-82,86,3,45
FARMINGDALE REPUBLIC AIRPORT NY US,20110401,351,-9999,984,-9999,233,11,141,61,101
FARMINGDALE REPUBLIC AIRPORT NY US,20110501,417,-9999,969,-9999,306,44,207,123,165
FARMINGDALE REPUBLIC AIRPORT NY US,20110601,168,-9999,373,-9999,328,111,255,166,211
FARMINGDALE REPUBLIC AIRPORT NY US,20110701,122,-9999,344,-9999,389,150,305,206,256
FARMINGDALE REPUBLIC AIRPORT NY US,20110801,1557,-9999,2887,-9999,328,144,275,193,234
FARMINGDALE REPUBLIC AIRPORT NY US,20110901,325,-9999,820,-9999,283,89,237,166,201
FARMINGDALE REPUBLIC AIRPORT NY US,20111001,411,-9999,1145,-9999,289,-5,176,93,135
FARMINGDALE REPUBLIC AIRPORT NY US,20111101,216,-9999,627,-9999,200,-5,142,52,97
FARMINGDALE REPUBLIC AIRPORT NY US,20111201,310,-9999,778,-9999,144,-82,92,1,47
FARMINGDALE REPUBLIC AIRPORT NY US,20120101,302,-9999,559,-9999,156,-110,65,-22,22
FARMINGDALE REPUBLIC AIRPORT NY US,20120201,89,-9999,236,-9999,167,-66,76,-3,37
FARMINGDALE REPUBLIC AIRPORT NY US,20120301,69,-9999,246,-9999,239,-43,128,40,84
FARMINGDALE REPUBLIC AIRPORT NY US,20120401,564,-9999,816,-9999,261,22,164,64,114
FARMINGDALE REPUBLIC AIRPORT NY US,20120501,244,-9999,916,-9999,283,78,209,134,171
FARMINGDALE REPUBLIC AIRPORT NY US,20120601,376,-9999,1807,-9999,350,100,251,161,206
FARMINGDALE REPUBLIC AIRPORT NY US,20120701,163,-9999,380,-9999,350,150,289,204,247
FARMINGDALE REPUBLIC AIRPORT NY US,20120801,300,-9999,797,-9999,322,150,282,197,240
FARMINGDALE REPUBLIC AIRPORT NY US,20120901,373,-9999,1164,-9999,300,72,233,151,192
FARMINGDALE REPUBLIC AIRPORT NY US,20121001,203,-9999,568,-9999,256,6,181,106,144
FARMINGDALE REPUBLIC AIRPORT NY US,20121101,157,-9999,302,-9999,183,-32,97,17,57
FARMINGDALE REPUBLIC AIRPORT NY US,20121201,272,-9999,1195,-9999,161,-38,83,13,48
FARMINGDALE REPUBLIC AIRPORT NY US,20130101,130,-9999,432,-9999,150,-132,53,-27,13
FARMINGDALE REPUBLIC AIRPORT NY US,20130201,226,-9999,710,-9999,100,-110,40,-31,5
FARMINGDALE REPUBLIC AIRPORT NY US,20130301,185,-9999,506,-9999,144,-38,74,1,38
FARMINGDALE REPUBLIC AIRPORT NY US,20130401,183,-9999,371,-9999,278,-16,148,54,101
FARMINGDALE REPUBLIC AIRPORT NY US,20130501,234,-9999,1010,-9999,311,50,200,102,151
FARMINGDALE REPUBLIC AIRPORT NY US,20130601,960,-9999,1797,-9999,322,117,251,167,209
FARMINGDALE REPUBLIC AIRPORT NY US,20130701,142,-9999,292,-9999,361,161,295,218,256
FARMINGDALE REPUBLIC AIRPORT NY US,20130801,124,-9999,374,-9999,311,139,269,183,226
FARMINGDALE REPUBLIC AIRPORT NY US,20130901,94,-9999,188,-9999,317,78,237,134,186
FARMINGDALE REPUBLIC AIRPORT NY US,20131001,20,-9999,54,-9999,289,-5,194,98,146
FARMINGDALE REPUBLIC AIRPORT NY US,20131101,315,-9999,523,-9999,189,-60,107,19,63
FARMINGDALE REPUBLIC AIRPORT NY US,20131201,287,-9999,820,-9999,156,-71,63,-13,25
FARMINGDALE REPUBLIC AIRPORT NY US,20140101,114,-9999,314,-9999,122,-182,17,-74,-28
FARMINGDALE REPUBLIC AIRPORT NY US,20140201,185,-9999,640,-9999,128,-127,23,-54,-15
FARMINGDALE REPUBLIC AIRPORT NY US,20140301,531,-9999,991,-9999,183,-110,67,-28,20
FARMINGDALE REPUBLIC AIRPORT NY US,20140401,800,-9999,1296,-9999,206,-5,140,41,91
FARMINGDALE REPUBLIC AIRPORT NY US,20140501,155,-9999,482,-9999,294,78,205,115,160
FARMINGDALE REPUBLIC AIRPORT NY US,20140601,231,-9999,673,-9999,306,100,253,161,207
FARMINGDALE REPUBLIC AIRPORT NY US,20140701,254,-9999,826,-9999,311,161,273,191,232
FARMINGDALE REPUBLIC AIRPORT NY US,20140801,1280,-9999,1452,-9999,300,150,264,179,221
FARMINGDALE REPUBLIC AIRPORT NY US,20140901,269,-9999,574,-9999,306,94,242,159,200
FARMINGDALE REPUBLIC AIRPORT NY US,20141001,246,-9999,732,-9999,244,28,186,107,147
FARMINGDALE REPUBLIC AIRPORT NY US,20141101,328,-9999,999,-9999,194,-55,111,30,70
FARMINGDALE REPUBLIC AIRPORT NY US,20141201,706,-9999,1573,-9999,178,-38,77,15,46
NANUET 0.3 E NY US,20100101,505,-9999,604,0,-9999,-9999,-9999,-9999,-9999
NANUET 0.3 E NY US,20101201,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999
NANUET 0.3 E NY US,20110101,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999
NANUET 0.3 E NY US,20110401,1163,-9999,1163,-9999,-9999,-9999,-9999,-9999,-9999
NANUET 0.3 E NY US,20110501,579,-9999,622,-9999,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20100201,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20100301,800,-9999,2774,0,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20100401,198,-9999,673,0,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20100501,335,-9999,709,0,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20100601,178,-9999,508,0,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20100701,168,-9999,654,0,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20100801,1105,-9999,1606,0,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20100901,234,-9999,277,0,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20101001,1097,-9999,1887,0,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20101101,305,-9999,562,0,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20110501,97,-9999,97,-9999,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20110601,1341,-9999,1341,0,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20110701,630,-9999,630,0,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20110801,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20120401,66,-9999,66,-9999,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20120501,394,-9999,802,0,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20120601,218,-9999,424,-9999,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20120801,584,-9999,1181,-9999,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20121201,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20130601,480,-9999,480,-9999,-9999,-9999,-9999,-9999,-9999
SPRING VALLEY 1.7 N NY US,20130701,424,-9999,424,-9999,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20120301,58,-9999,113,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20120401,592,-9999,808,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20120501,399,-9999,1277,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20120601,213,-9999,966,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20120701,175,-9999,595,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20120801,386,-9999,1066,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20120901,358,-9999,1041,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20121001,345,-9999,1441,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20121101,127,-9999,272,185,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20121201,325,-9999,1327,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20130101,307,-9999,756,64,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20130201,20,-9999,20,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20130601,691,-9999,1555,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20130701,297,-9999,900,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20130801,119,-9999,577,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20130901,498,-9999,839,-9999,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20131001,117,-9999,140,-9999,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20131101,744,-9999,967,0,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20131201,282,64,912,64,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20140101,204,140,1096,369,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20140201,822,-9999,1749,802,-9999,-9999,-9999,-9999,-9999
WEST NYACK 1.3 WSW NY US,20140301,686,-9999,1150,0,-9999,-9999,-9999,-9999,-9999
